order_id,customer_id,order_date,customer_first_name,customer_last_name,city,customer_segment,sales_channel,product,quantity,unit_price,discount,shipping_fee,tax_rate,cost_per_unit,campaign,payment_method,order_status,sales_rep,total_amount,gross_amount
ORD-0002160,C11830,2024-05-27 00:00:00,Ryan,Botha,Johannesburg,Consumer,Online,Mouse,1.0,912.66,0.05,196.67,0.15,668.82,None,EFT,Completed,,1193.76,
ORD-0004859,C10809,2024-01-31 00:00:00,Sipho,Botha,Johannesburg,Consumer,Phone,Docking Station,5.0,3425.62,0.0,74.39,0.15,2553.04,None,Card,Completed,,19771.69,
ORD-0001300,C11246,2025-09-15 00:00:00,Kabelo,Naidoo,Durban,Consumer,Online,Laptop,2.0,18403.94,0.0,140.59,0.15,10882.49,Payday Promo,EFT,Completed,,36090.66,
ORD-0000854,C10861,2024-11-24 00:00:00,Ryan,Smith,Johannesburg,Consumer,Online,Docking Station,6.0,4764.07,0.15,106.46,0.15,4031.18,None,Bank Transfer,Pending,,28047.75,
ORD-0005044,C12364,2025-04-02 00:00:00,Jason,Patel,Johannesburg,Consumer,Online,Mouse,4.0,307.87,0.0,29.58,0.15,219.5,None,Bank Transfer,Cancelled,,1445.8,
ORD-0004842,C10725,2024-08-19 00:00:00,Naledi,Botha,Pretoria,Corporate,Online,Keyboard,1.0,1045.82,0.1,215.94,0.15,799.06,None,EFT,Completed,,1298.36,
ORD-0002000,C11532,2024-04-02 00:00:00,Fatima,Mthembu,Johannesburg,Small Business,Marketplace,Tablet,1.0,3155.03,0.08,201.45,0.0,1838.58,None,EFT,Completed,,3104.07,
ORD-0000375,C10197,2025-02-26 00:00:00,Siyanda,Mthembu,Johannesburg,Consumer,Marketplace,Mouse,4.0,868.0,0.1,32.1,0.15,717.2,Black Friday,EFT,Completed,,3625.64,
ORD-0005356,C12995,2024-11-18 00:00:00,Lerato,Pillay,Pretoria,Consumer,Marketplace,Monitor,3.0,2897.79,0.08,44.86,0.15,2204.97,None,Cash,Completed,,9242.43,
ORD-0003763,C11757,2025-01-07 00:00:00,Andile,Williams,Nelspruit,Consumer,Store,Mouse,10.0,1375.63,0.25,60.75,0.15,825.02,Black Friday,Card,Cancelled,Rep E,11925.54,
ORD-0001520,C10363,2025-03-16 00:00:00,Zanele,Pillay,Johannesburg,Consumer,Store,Printer,1.0,3943.17,0.2,94.45,0.0,2658.05,None,Mobile Wallet,Completed,Rep E,3248.99,
ORD-0001535,C12735,2025-09-03 00:00:00,Priya,Dlamini,Johannesburg,Consumer,Online,Monitor,6.0,2120.93,0.1,43.46,0.15,1584.53,Summer Sale,Card,Completed,,13214.4,
ORD-0001811,C10115,2025-05-17 00:00:00,Kabelo,Dlamini,Johannesburg,Consumer,Marketplace,Keyboard,6.0,1010.02,0.15,70.7,0.15,761.43,None,Bank Transfer,Cancelled,,5994.45,
ORD-0001387,C11553,2024-02-23 00:00:00,Kabelo,Nkosi,Nelspruit,Consumer,Phone,Headset,2.0,2557.67,0.03,87.94,0.15,1746.59,None,Card,Completed,,5794.11,
ORD-0004369,C10238,2024-01-14 00:00:00,Zanele,Pillay,Durban,Consumer,Online,Webcam,2.0,476.77,0.08,112.21,0.15,324.43,None,Card,Completed,,1121.05,
ORD-0002137,C11220,2024-12-22 00:00:00,Nomsa,Smith,Johannesburg,Consumer,Marketplace,Monitor,3.0,3543.71,0.08,5.76,0.15,2704.78,None,Card,Completed,,11253.51,
ORD-0002579,C12313,2024-01-05 00:00:00,Megan,Smith,Pretoria,Corporate,Phone,Laptop,1.0,11097.13,0.0,138.39,0.15,6838.22,New Customer,Card,Completed,,12900.09,
ORD-0005939,C10985,2025-01-21 00:00:00,Fatima,Smith,Bloemfontein,Consumer,Marketplace,Laptop,2.0,7677.99,0.05,49.2,0.15,6264.58,Back to School,Card,Completed,,16825.61,
ORD-0005256,C10977,2024-03-21 00:00:00,Daniel,Nkosi,Pretoria,Consumer,Marketplace,Laptop,4.0,17608.58,0.15,116.24,0.15,12052.89,None,Card,Cancelled,,68965.79,
ORD-0002204,C11494,2025-04-07 00:00:00,Megan,Mthembu,Durban,Consumer,Online,Tablet,2.0,5743.72,0.25,96.17,0.0,4224.02,None,Card,Completed,,8711.74,
ORD-0002765,C11881,2024-08-14 00:00:00,Thabo,Patel,Cape Town,Consumer,Store,Mouse,1.0,846.24,0.0,122.28,0.15,618.78,None,Bank Transfer,Pending,Rep D,1095.45,
ORD-0001179,C10739,2024-04-09 00:00:00,Zanele,Mthembu,Cape Town,Consumer,Online,Printer,6.0,6226.77,0.03,43.48,0.15,5052.02,None,Card,Completed,,41719.23,
ORD-0002406,C10826,2024-09-29 00:00:00,Naledi,Khumalo,Bloemfontein,Consumer,Online,Printer,7.0,5862.67,0.2,24.66,0.15,4108.87,Back to School,EFT,Completed,,37780.25,
ORD-0000794,C10252,2025-03-31 00:00:00,Megan,Khumalo,Pretoria,Consumer,Online,Printer,6.0,5267.77,0.15,36.88,0.15,3643.25,New Customer,Card,Completed,,30932.33,
ORD-0003826,C12947,02 Dec 2025,Aisha,Khumalo,Johannesburg,Corporate,Online,Headset,2.0,1259.46,0.0,190.6,0.15,782.22,None,Card,Returned,,3087.37,
ORD-0001493,C11339,2025-09-28 00:00:00,Jason,Molefe,Bloemfontein,Consumer,Store,Keyboard,4.0,606.42,0.15,85.6,0.15,389.29,Summer Sale,Card,Completed,Rep B,2456.69,
ORD-0005196,C10700,2024-08-02 00:00:00,Daniel,Khumalo,Benoni,Consumer,Online,Keyboard,8.0,252.48,0.0,129.6,0.14,175.64,None,Card,Returned,,2272.94,
ORD-0004676,C10844,2024-09-24 00:00:00,Kabelo,Dlamini,Pretoria,Corporate,Phone,Printer,2.0,4500.18,0.03,141.46,0.15,2942.39,Back to School,EFT,Completed,,10181.35,
ORD-0005151,C11649,2024-11-15 00:00:00,Megan,Khumalo,Polokwane,Corporate,Online,Keyboard,3.0,283.69,0.05,84.92,0.15,212.44,None,Bank Transfer,Cancelled,,1014.7,
ORD-0004441,C11516,2025-07-10 00:00:00,Naledi,Dlamini,Gqeberha,Small Business,Online,Monitor,2.0,5066.83,0.2,132.98,0.15,4247.37,Black Friday,Card,Completed,,9455.95,
ORD-0001232,C11222,2025-05-08 00:00:00,Naledi,Patel,Gqeberha,Corporate,Store,Docking Station,10.0,3571.03,0%,40.02,0.15,2186.68,None,EFT,Completed,Rep C,41106.9,
ORD-0001499,C12701,2025-07-12 00:00:00,Kabelo,Molefe,Johannesburg,Consumer,Online,Webcam,5.0,1905.23,0.0,16.46,0.0,1218.9,None,Card,Cancelled,,9542.59,9526.15
ORD-0003875,C11978,2024-01-09 00:00:00,Fatima,Patel,Polokwane,Small Business,Online,Webcam,1.0,2289.15,0.1,124.04,0.15,1656.04,None,Card,Cancelled,,2493.31,
ORD-0004939,C10288,2024-05-23 00:00:00,Priya,Nkosi,Cape Town,Consumer,Online,Webcam,1.0,1352.51,0.25,106.62,0.15,1116.25,,Card,Completed,,1273.16,
ORD-0002040,C12434,2024-06-15 00:00:00,Daniel,Mokoena,Cape Town,Consumer,Marketplace,Webcam,6.0,481.96,0.05,2.19,0.15,406.71,None,Mobile Wallet,Completed,,3161.47,
ORD-0003094,C11819,2024-04-07 00:00:00,Ryan,Dlamini,Benoni,Corporate,Online,Printer,1.0,3098.74,0.1,106.11,0.15,1831.31,New Customer,EFT,Cancelled,,3313.3,
ORD-0005340,C10909,2025-03-21 00:00:00,Kabelo,Dlamini,Port Elizabeth,Corporate,Marketplace,Tablet,3.0,2966.41,0.15,48.49,0.15,1833.32,None,Mobile Wallet,Completed,,8747.47,
ORD-0001925,C12848,2024-09-16 00:00:00,Lerato,Mthembu,Durban,Consumer,Online,Router,1.0,3264.76,0.0,109.14,0.15,2444.27,None,Card,Returned,,3863.61,
ORD-0002309,C11296,2024-07-15 00:00:00,Nomsa,Patel,Durban,Corporate,Phone,Docking Station,1.0,2037.88,0.1,32.03,0.15,1532.17,None,EFT,Cancelled,,2141.24,
ORD-0001105,C10592,2024-01-02 00:00:00,Kabelo,Nkosi,Polokwane,Consumer,Online,Laptop,7.0,9303.97,0.05,71.74,0.15,6256.67,Clearance,Bank Transfer,Completed,,71223.85,
ORD-0005624,C11507,2024-09-05 00:00:00,Ryan,Smith,Johannesburg,Corporate, store ,SSD,1.0,2426.55,0.15,101.25,0.15,1774.82, black friday ,Card,Returned,Rep B,2473.2,
ORD-0002890,C10997,2024-03-23 00:00:00,Zanele,Mokoena,Johannesburg,Consumer,Store,SSD,7.0,1625.69,0.0,87.27,0.15,1065.21,None,Card,Pending,Rep B,13174.08,
ORD-0001325,C11294,2025-07-07 00:00:00,Chloe,Botha,Johannesburg,Corporate,Phone,Keyboard,3.0,1284.98,0.2,111.92,0.15,1060.63,Payday Promo,Card,Completed,,3658.48,
ORD-0001800,C10606,2024-10-25 00:00:00,Lerato,Botha,Pretoria,Consumer,Marketplace,Keyboard,2.0,585.04,0.08,36.37,0.15,460.29,New Customer,Bank Transfer,Pending,,1274.32,
ORD-0005958,C11958,2025-01-17 00:00:00,Andile,Williams,Benoni,Corporate,Online,Mouse,1.0,1112.56,0.0,191.61,0.15,712.92,None,Mobile Wallet,Returned,,1471.06,
ORD-0001831,C12315,2024-10-24 00:00:00,Thabo,Nkosi,Johannesburg,Corporate,Online,Headset,1.0,2390.88,0.25,87.77,0.15,1842.31,Summer Sale,Card,Pending,,2149.9,
ORD-0001030,C12022,2025-04-11 00:00:00,Thabo,Patel,Gqeberha,Consumer,Online,Keyboard,2.0,966.18,,109.7,0.15,765.27,None,Card,Completed,,2331.91,
ORD-0004585,C11593,2024-11-01 00:00:00,Megan,Naidoo,Cape Town,Consumer,Online,Mouse,1.0,1165.2,0.0,156.72,0.0,972.95,None,Card,Cancelled,,1321.92,
ORD-0001690,C12160,2024-10-30 00:00:00,Aisha,Mthembu,Benoni,Small Business,Online,Headset,1.0,2565.31,0.08,95.73,0.15,1488.5,None,Card,Completed,,2809.83,
ORD-0002461,C10146,2025-05-18 00:00:00,Daniel,Botha,Cape Town,Consumer,Phone,Headset,3.0,2060.25,0.0,75.8,0.0,1454.37,None,Card,Cancelled,,6256.54,
ORD-0002118,C11711,2025-06-28 00:00:00,Priya,Botha,Pretoria,Consumer,Store,Webcam,1.0,487.64,0.05,82.66,0.15,301.85,New Customer,Card,Completed,Rep B,615.42,
ORD-0000581,C11230,2024-05-08 00:00:00,Mpho,Dlamini,Port Elizabeth,Consumer,Online,Docking Station,4.0,4599.99,0.15,5.45,0.15,3806.31, back to school ,Mobile Wallet,Returned,,17991.42,
ORD-0004166,C12923,2024-05-24 00:00:00,Lerato,Nkosi,Cape Town,Consumer,Online,Office Chair,1.0,7323.81,0.05,83.45,0.15,5442.32,Payday Promo,Card,Completed,,8084.72,
ORD-0004804,C11301,2024-07-30 00:00:00,Aisha,Botha,Gqeberha,Small Business,Phone,Laptop,1.0,11344.35,0.1,92.67,0.15,7627.77,None,Card,Completed,,11834.07,
ORD-0005381,C11942,2025-03-18 00:00:00,Daniel,Pillay,Benoni,Corporate,Online,Mouse,8.0,545.05,0.0,128.2,0.15,417.17,Payday Promo,Card,Completed,,5142.67,
ORD-0000120,C11483,2025-04-18 00:00:00,Andile,Dlamini,Cape Town,Corporate,Phone,Mouse,2.0,805.47,0.0,211.78,0.15,602.22,Summer Sale,Mobile Wallet,Cancelled,,2064.36,
ORD-0004376,C10696,2025-08-20 00:00:00,Chloe,Patel,Pretoria,Corporate,Online,Mouse,2.0,1352.63,0.05,138.58,0.15,946.19,None,Mobile Wallet,Completed,,3094.09,
ORD-0001409,C10992,2025-09-24 00:00:00,Zanele,Mokoena,Polokwane,Corporate,Marketplace,Tablet,2.0,3242.8,0.2,150.26,0.15,1907.34,None,Card,Pending,,6117.02,
ORD-0005554,C12814,2024-01-02 00:00:00,Zanele,Khumalo,Pretoria,Consumer,Online,Keyboard,1.0,1183.43,0.0,196.24,0.15,966.19,None,Cash,Completed,,1557.19,
ORD-0003725,C11279,2024-03-05 00:00:00,Chloe,,Bloemfontein,Consumer,Phone,Webcam,1.0,2132.36,0.15,43.98,0.15,1653.59,None,Card,Completed,,2128.36,
ORD-0004135,C11038,2025-12-22 00:00:00,Thabo,Mokoena,Johannesburg,Small Business,Online,Laptop,4.0,20028.82,0.2,94.68,0.15,12717.14,None,Mobile Wallet,Completed,,73800.75,
ORD-0003429,C11083,2024-12-12 00:00:00,Chloe,Mthembu,Cape Town,Corporate,Marketplace,Laptop,1.0,15435.32,0.15,135.69,0.15,10666.51,Back to School,Card,Completed,,15223.71,
ORD-0004448,C10915,2025-01-22 00:00:00,Sipho,Pillay,Nelspruit,Small Business,Online,Headset,1.0,R 980.94,0.15,55.19,0.15,769.08,Payday Promo,Mobile Wallet,Cancelled,,1014.06,
ORD-0002055,C12219,2025-03-21 00:00:00,Kabelo,Mthembu,Nelspruit,Small Business,Online,Router,2.0,3017.35,0.05,39.54,0.15,2356.29,None,EFT,Completed,,6632.45,
ORD-0002861,C11833,2025-11-16 00:00:00,Siyanda,Pillay,Cape Town,Consumer,Online,Mouse,3.0,407.36,0.05,104.59,0.15,344.35,None,Card,Cancelled,,1439.72,
ORD-0003737,C12659,2024-12-27 00:00:00,Fatima,Nkosi,Pretoria,Corporate,Online,Monitor,3.0,4209.25,0.05,127.68,0.15,3352.96,New Customer,Mobile Wallet,Completed,,13923.49,
ORD-0000808,C11039,2025-01-02 00:00:00,Nomsa,Williams,Gqeberha,Consumer,Store,Office Chair,1.0,8624.6,0.08,195.54,0.15,6647.37,None,Card,Cancelled,Rep A,9475.71,
ORD-0003258,C11745,2025-03-29 00:00:00,Naledi,Patel,Nelspruit,Small Business,Phone,Laptop,1.0,12200.13,0.1,179.6,0.15,9845.03,Summer Sale,EFT,Pending,,12806.73,
ORD-0004062,C11492,2024-07-24 00:00:00,Sipho,Naidoo,,Consumer,Online,Mouse,2.0,738.43,0.25,99.73,0.15,450.1,None,Card,Completed,,1373.52,
ORD-0004786,C11157,2025-08-24 00:00:00,Thabo,Williams,Pretoria,Small Business,Store,Headset,1.0,1336.3,0.0,110.36,0.15,876.22,None,Card,Completed,Rep B,1647.1,
ORD-0001383,C11160,2024-03-16 00:00:00,Chloe,Khumalo,Johannesburg,Consumer,Online,Mouse,7.0,917.09,0.05,104.59,0.15,590.46,Payday Promo,Card,Completed,,7118.07,6419.63
ORD-0000068,C10704,2024-05-13 00:00:00,Andile,Khumalo,Johannesburg,Consumer,Online,Laptop,2.0,19044.76,0.05,97.86,0.15,15912.87,None,Card,Completed,,41710.67,
ORD-0002354,C11501,2024-04-12 00:00:00,Sipho,Pillay, bloemfontein ,Corporate,Marketplace,Office Chair,4.0,7936.81,0.15,1.6,0.15,5412.33,Summer Sale,Card,Completed,,31034.52,
ORD-0000860,C12017,2025-08-14 00:00:00,Zanele,Smith,Bloemfontein,Small Business,Online,Tablet,8.0,10614.75,0.1,82.31,0.15,7716.44,New Customer,Card,Pending,,87972.42,
ORD-0000044,C10461,2025-02-07 00:00:00,Daniel,Botha,Johannesburg,Corporate,Phone,Monitor,10.0,6110.94,0.2,35.19,0.0,3627.78,Summer Sale,Card,Returned,,48922.72,61109.4
ORD-0003153,C12374,2024-03-08 00:00:00,Siyanda,Naidoo,Benoni,Corporate,Store,Mouse,2.0,317.31,0.05,38.34,0.15,249.21,None,Bank Transfer,Cancelled,Rep C,731.65,
ORD-0004940,C10983,2024-05-28 00:00:00,Daniel,Smith,Pretoria,Corporate,Online,Monitor,5.0,4655.08,0.0,71.06,0.14,3803.15,Black Friday,Card,Completed,,26604.99,
ORD-0000113,C11599,2024-09-12 00:00:00,Sipho,Naidoo,Benoni,Small Business,Online, mouse ,1.0,290.01,0.2,212.31,0.15,177.83,,Card,Returned,,479.12,
ORD-0005953,C11473,2025-03-06 00:00:00,Mpho,Naidoo,Johannesburg,Small Business,Store,Laptop,1.0,17396.3,0.08,62.11,0.15,11711.41,None,Card,Completed,Rep E,18467.39,
ORD-0003901,C10914,2025-08-08 00:00:00,Zanele,Patel,Nelspruit,Consumer,Online,Webcam,2.0,749.01,0.03,53.72,0.15,621.85,Black Friday,Card,Returned,,1724.76,
ORD-0002154,C11493,2025-06-30 00:00:00,Jason,Patel,Polokwane,Corporate,Online,Mouse,2.0,1130.57,0.05,94.92,0.15,848.27,Clearance,Card,Completed,,2565.21,
ORD-0005192,C12989,2024-08-09 00:00:00,Jason,Patel,Johannesburg,Small Business,Marketplace,Tablet,2.0,9748.07,0.08,94.49,0.15,7356.56,Payday Promo,Card,Completed,,20721.4,
ORD-0003613,C10010,2024-08-11 00:00:00,Lerato,Smith,Gqeberha,Small Business,Phone,Headset,5.0,1112.62,0.25,4.6,0.15,716.2,None,Card,Returned,,4802.77,
ORD-0003036,C12269,2024-10-15 00:00:00,Jason,Dlamini,Nelspruit,Consumer,Store,Keyboard,1.0,1941.58,0.03,51.82,0.15,1227.04,None,EFT,Completed,Rep C,2217.65,
ORD-0001503,C10792,2025-05-23 00:00:00,Jason,Dlamini,Gqeberha,Consumer,Online,Router,4.0,734.22,0.0,57.24,0.15,493.25,New Customer,Mobile Wallet,Completed,,3434.64,
ORD-0005036,C11843,2024-07-28 00:00:00,Siyanda,Botha,Cape Town,Consumer,Online,Tablet,1.0,4168.91,0.05,215.7,0.15,3007.4,Clearance,Mobile Wallet,Completed,,4770.24,
ORD-0005257,C12360,2025/01/12,Megan,Khumalo,Durban,Small Business,Online,Headset,8.0,2359.54,0.05,26.42,0.15,1926.81,None,Card,Pending,,20648.84,
ORD-0001582,C12249,2024-04-06 00:00:00,Priya,Mokoena,Cape Town,Consumer,Online,Mouse,1.0,964.94,0.0,199.9,0.15,775.42,None,Card,Pending,,1309.58,
ORD-0001144,C11061,2025-03-15 00:00:00,Sipho,Khumalo,Johannesburg,Consumer,Online,Docking Station,5.0,1434.13,0.1,14.92,0.0,1089.6,Payday Promo,Mobile Wallet,Cancelled,,6468.5,
ORD-0003098,C12745,2024-10-30 00:00:00,Lerato,Mokoena,Cape Town,Consumer,Online,Monitor,3.0,2115.19,0.05,105.22,0.15,1676.15,Black Friday,Cash,Completed,,7037.76,
ORD-0002684,C10653,2025-01-13 00:00:00,Siyanda,Pillay,Pretoria,Corporate,Online,Laptop,2.0,19249.62,0.2,176.93,0.15,14760.76,Clearance,Card,Completed,,35596.24,
ORD-0005280,C10643,2024-02-19 00:00:00,Chloe,Williams,Johannesburg,Corporate,Store,Headset,4.0,1021.36,0.25,27.04,0.15,619.97,None,Card,Completed,Rep B,3550.74,
ORD-0003314,C10767,2024-11-26 00:00:00,Aisha,Pillay,Bloemfontein,Consumer,Online,Laptop,10.0,18546.78,0.15,121.29,0.14,14653.93,Black Friday,EFT,Completed,,179839.58,
ORD-0005294,C10926,2025-12-09 00:00:00,Kabelo,Nkosi,Benoni,Corporate,Store,Tablet,2.0,8232.76,0.0,41.3,0.0,5071.82,New Customer,Mobile Wallet,Completed,Rep C,16506.82,
ORD-0003883,C11560,2025-06-15 00:00:00,Jason,Pillay,Pretoria,Consumer,Online,Laptop,1.0,14387.81,0.05,39.81,0.15,11295.14,None,Mobile Wallet,Completed,,15758.49,
ORD-0005480,C10190,2024-08-30 00:00:00,Ryan,Patel,Durban,Corporate,Online,Laptop,1.0,"R 9,279.34",0.0,34.4,0.15,7015.7,Black Friday,Mobile Wallet,Returned,,10705.64,
ORD-0005855,C11528,2024-08-10 00:00:00,Naledi,Nkosi,Gqeberha,Consumer,Phone,Printer,1.0,3072.96,0.1,116.0,0.15,2588.18,Payday Promo,Mobile Wallet,Completed,,3296.51,
ORD-0000328,C10563,2025-01-11 00:00:00,Siyanda,Molefe,Pretoria,Consumer,Online,Monitor,5.0,5451.25,0.0,65.03,0.15,4166.37,None,EFT,Pending,,31409.72,
ORD-0004019,C12966,2024-03-14 00:00:00,Lerato,Pillay,Johannesburg,Corporate,Marketplace,Router,3.0,2086.9,0.0,0.17,0.15,1780.96,,Card,Pending,,7199.96,
ORD-0002052,C11834,2025-06-09 00:00:00,Kabelo,Khumalo,Nelspruit,Corporate,Phone,SSD,2.0,2360.56,0.2,119.52,0.15,1578.77,None,Card,Returned,,4462.95,
ORD-0002648,C11348,2024-02-23 00:00:00,Siyanda,Patel,Pretoria,Consumer,Online,Keyboard,2.0,1654.94,0.0,178.6,0.15,1187.99,,EFT,Completed,,3984.96,
ORD-0004086,C10507,2024-09-03 00:00:00,Megan,Molefe,Benoni,Corporate,Online,Office Chair,1.0,2642.96,0.15,204.84,0.15,1856.44,None,Card,Completed,,2788.34,
ORD-0000180,C12914,2024-10-06 00:00:00,Thabo,Dlamini,Polokwane,Consumer,Online,Laptop,4.0,21449.87,0.1,138.7,0.15,14964.46,Payday Promo,Card,Completed,,88941.17,
ORD-0002092,C12232,2024-03-08 00:00:00,Fatima,Molefe,Durban,Corporate,Online,Webcam,1.0,994.39,0.05,129.55,0.15,750.72,None,Bank Transfer,Completed,,1215.93,
ORD-0002994,C12956,2024-08-14 00:00:00,Naledi,Nkosi,Johannesburg,Consumer,Online,Docking Station,4.0,4083.25,0.03,85.72,0.15,3281.86,None,EFT,Cancelled,,18305.19,
ORD-0002582,C11144,2024-07-19 00:00:00,Megan,Mthembu,Pretoria,Corporate,Online,Laptop,1.0,19769.24,0.1,51.48,0.15,15549.49,None,Card,Cancelled,,20512.65,
ORD-0004018,C11774,2024-11-06 00:00:00,Ryan,Khumalo,Pretoria,Consumer,Online,Laptop,2.0,7542.44,0.1,154.21,0.15,5015.69,None,Bank Transfer,Completed,,20357.89,
ORD-0003958,C10353,2024-01-28 00:00:00,Zanele,Mthembu,Durban,Consumer,Online,Tablet,1.0,6906.74,0.03,125.22,0.15,4583.02,New Customer,Card,Completed,,7829.69,
ORD-0004702,C12062,2025-09-28 00:00:00,Thabo,Smith,Benoni,Consumer,Online,Tablet,1.0,3706.76,0.1,,0.15,3154.74,Back to School,Card,Completed,,3887.73,
ORD-0002744,C10612,2024-09-13 00:00:00,Siyanda,Mthembu,Gqeberha,Corporate,Online,Headset,1.0,742.27,0.0,44.51,0.15,484.25,Clearance,Card,Cancelled,,898.12,
ORD-0000520,C10222,2024-11-05 00:00:00,Naledi,Dlamini,Durban,Consumer,Online,Laptop,4.0,14639.72,0.05,45.5,0.15,10588.27,New Customer,Card,Completed,,64021.09,
ORD-0003307,C11466,2025-03-11 00:00:00,Fatima,Khumalo,Benoni,Consumer,Online,Headset,4.0,2367.78,0.08,89.65,0.15,1549.78,New Customer,Card,Completed,,10110.11,
ORD-0003216,C11665,2024-05-25 00:00:00,Nomsa,Nkosi,Durban,Consumer,Online,SSD,10.0,1341.91,0.0,129.58,0.15,1059.17,None,Cash,Completed,,15561.58,
ORD-0000289,C11936,2024-11-02 00:00:00,Mpho,Nkosi,Durban,Small Business,Online,Monitor,2.0,2803.03,0.03,111.99,0.15,1928.51,Summer Sale,Card,Pending,,5824.93,
ORD-0003219,C12550,2025-08-02 00:00:00,Lerato,Botha,Johannesburg,Corporate,Online,Router,7.0,2306.81,0.0,138.22,0.15,1572.07,Summer Sale,EFT,Pending,,18708.01,
ORD-0005595,C11702,2025-07-28 00:00:00,Daniel,Mokoena,Benoni,Consumer,Phone,Tablet,5.0,9843.03,0.03,70.85,0.15,7882.76,None,Card,Completed,,54970.34,
ORD-0005234,C10102,2024-06-02 00:00:00,Sipho,Nkosi,Johannesburg,Consumer,Phone,Router,1.0,2018.61,0.05,99.86,0.15,1185.95,Payday Promo,Bank transfer,Cancelled,,2305.19,
ORD-0004648,C12438,2024-10-31 00:00:00,Megan,Nkosi,Johannesburg,Consumer,Online,Router,2.0,1552.66,0.2,185.06,0.15,1004.33,None,Bank Transfer,Returned,,3041.94,
ORD-0005132,C11710,2024-06-07 00:00:00,Aisha,Williams,Polokwane,Consumer,Marketplace,Laptop,1.0,10665.3,0.0,83.96,0.15,6555.8,Summer Sale,Mobile Wallet,Cancelled,,12349.05,
ORD-0002414,C12110,2025-05-13 00:00:00,Sipho,Smith,Johannesburg,Corporate,Online,Laptop,4.0,19222.62,0.2,124.45,0.15,11295.68, none ,EFT,Completed ,,70863.7,
ORD-0003182,C10819,2025-02-18 00:00:00,Andile,Naidoo,Cape Town,Consumer,Marketplace,Keyboard,2.0,354.2,0.05,44.23,0.15,295.2,Summer Sale,Card,Completed,,818.16,
ORD-0000782,C12108,2024-09-05 00:00:00,Naledi,Smith,Johannesburg,Consumer,Online,Tablet,4.0,7155.44,0.2,148.48,0.15,6084.79,None,Bank Transfer,Completed,,26480.49,
ORD-0002347,C10641,2024-03-25 00:00:00,Lerato,Naidoo,Durban,Consumer,Marketplace,Printer,3.0,5185.76,0.1,3.68,0.15,4247.11,None,Mobile Wallet,Completed,,16105.45,
ORD-0001123,C10569,2025-05-23 00:00:00,Andile,Dlamini,Benoni,Small Business,Marketplace,Office Chair,3.0,5627.72,0.05,88.07,0.0,3472.36,None,Card,Cancelled,,16127.08,
ORD-0000203,C11321,2025-06-16 00:00:00,Zanele,Khumalo,Bloemfontein,Corporate,Phone,Monitor,5.0,2513.33,0.0,24.12,0.0,1810.83,Black Friday,EFT,Completed,,12590.79,
ORD-0001802,C12001,2025-05-05 00:00:00,Andile,Mokoena,Gqeberha,Small Business,Online,Laptop,2.0,7646.95,0.2,183.65,0.15,6146.28,Summer Sale,Card,Pending,,14254.04,
ORD-0001597,C11356,2025-05-26 00:00:00,Chloe,Khumalo,Pretoria,Corporate, marketplace ,Headset,3.0,2079.62,0.0,116.49,0.15,1599.39,None,Card,Cancelled,,7291.19,
ORD-0000075,C11570,2025-10-30 00:00:00,Megan,Botha,Nelspruit,Corporate,Online,SSD,4.0,"R 1,636.54",0.25,38.0,0.0,1090.82,None,Card,Completed,,4947.6,
ORD-0004454,C11191,2024-10-05 00:00:00,Mpho,Smith,Cape Town,Consumer,Online,Webcam,1.0,2208.43,0.0,30.05,0.15,1801.43,None,Card,Completed,,2569.74,2208.43
ORD-0000041,C10169,2025-09-17 00:00:00,Megan,Williams,Nelspruit,Consumer,Store,Laptop,2.0,17609.98,0.05,103.59,0.15,13727.49,Payday Promo,EFT,Completed,Rep B,38581.39,
ORD-0000731,C11383,2025-11-20 00:00:00,Priya,Nkosi,Johannesburg,Corporate,Online,Laptop,1.0,10121.75,0.03,210.23,0.15,8145.41,None,Card,Cancelled,,11501.04,10121.75
ORD-0002647,C12777,2024-04-03 00:00:00,Mpho,Khumalo,Benoni,Small Business,Store,Headset,1.0,2357.46,0.05,85.88,0.15,1894.45,None,Card,Completed,Rep D,2661.4,
ORD-0000110,C11324,2025-11-10 00:00:00,Zanele,Mokoena,Gqeberha,Corporate,Online,Mouse,8.0,1110.82,0.05,121.36,0.15,772.51,None,Bank Transfer,Completed,,9829.97,
ORD-0005378,C12857,2025-03-16 00:00:00,Andile,Mokoena,Nelspruit,Consumer,Online,Mouse,4.0,972.29,0.05,119.87,0.15,565.12,None,EFT,Completed,,4368.78,
ORD-0005051,C12317,2024-02-29 00:00:00,Ryan,Mokoena,Benoni,Corporate,Online,Monitor,4.0,5108.75,0.0,14.02,0.15,3280.15,Black Friday,Card,Cancelled,,23514.27,
ORD-0000193,C12091,2025-04-13 00:00:00,Sipho,Patel,Cape Town,Corporate,Online,Headset,1.0,1742.91,0.03,59.22,0.0,1313.4,None,Card,Completed,,1749.84,
ORD-0005637,C11253,2024-09-01 00:00:00,Chloe,Pillay,Polokwane, consumer ,Store,Headset,1.0,823.47,0.15,196.58,0.15,609.38,Black Friday,Mobile Wallet,Completed,Rep E,1001.52,
ORD-0003006,C11633,2025-08-10 00:00:00,Kabelo,Mokoena,Cape Town,Consumer,Store,Router,1.0,2569.82,0.15,121.69,0.15,2039.83,Payday Promo,Card,Completed,Rep C,2633.69,
